novdescription,bbl,violationid
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). INOPERATIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",1016450001,12244645
"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AROUND BATHTUB  IN THE BATHROOM  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016450001,12262407
"SECTION 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXPOSED WIRING AT EAST WALL  IN THE PRIVATE HALLWAY  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016450001,12262409
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE PRIVATE HALLWAY  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016450001,12262410
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE BASE CABINET AT SINK  IN THE KITCHEN  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016450001,12262406
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE 2nd ROOM  FROM EAST LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016450001,12262411
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK EAST WALL  IN THE BATHROOM  LOCATED AT APT 6F, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016450001,12262412
"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT BATHTUB  IN THE BATHROOM  LOCATED AT APT 6F, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016450001,12262414
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE MARBLE SADDLE  IN THE BATHROOM  LOCATED AT APT 6F, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016450001,12262415
"SECTION 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXPOSED WIRING AT WEST WALL  AT PUBLIC HALL, 1st STORY",1016450001,12262416
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE THE 4TH MARBLE TREAD FROM BOTTOM,   AT PUBLIC HALL STAIRS, 3rd STORY",1016450001,12262417
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE DUMBWAITER SKYLIGHT ( TOTAL 3) , AT ROOF",1016450001,12262418
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WIRING GLASS (TOTAL 3 PANEL ) AT SKYLIGHT , BULKHEAD  AT PUBLIC HALL, 6th STORY",1016450001,12262419
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CEMENT STUCCO EXTERIOR WALL, AT BUILDING NORTH",1016450001,12262422
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING  IN THE BATHROOM  LOCATED AT APT 4E, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST",1016450001,12207451
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR INOPERATIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",1016450001,12244642
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE 2nd ROOM  FROM EAST LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016450001,12267019
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE PRIVATE HALLWAY  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016450001,12267020
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE BASE CABINET AT SINK  IN THE KITCHEN  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016450001,12267021
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE COUNTER BALANCE AT LOWER WINDOW SASH, EAST WALL  IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016450001,12267027
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND WALLS AT NORTH CLOSET  IN THE PRIVATE HALLWAY  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016450001,12267035
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016450001,12119236
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016450001,12119237
"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... WEST WALL, AND WEST WINDOW FRAME  IN THE BATHROOM  LOCATED AT APT 1A, 1st APARTMENT FROM SOUTH AT WEST",1016450001,12262403
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF HANGING RADIATOR AT CEILING  IN THE 2nd ROOM  FROM NORTH AT EAST LOCATED AT APT 1A, 1st APARTMENT FROM SOUTH AT WEST",1016450001,12262405
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE CERAMIC TILE AT EAST WALL  IN THE BATHROOM  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016450001,12262408
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS AT UPPER WINDOW SASH, SOUTH WALL  IN THE BATHROOM  LOCATED AT APT 6F, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016450001,12262413
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE CEILING  IN THE BATHROOM  LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",1016450001,12134324
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND WALLS  IN THE BATHROOM  LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",1016450001,12134328
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 2E, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",1016450001,12119287
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 2E, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",1016450001,12119288
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING  IN THE BATHROOM  LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",1016870011,12241018
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING  IN THE BATHROOM  LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",1016870011,12241019
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE MORTISE LOCK AT  DOOR   IN THE ENTRANCE  LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",1016870011,12241016
"SECTION 27-2005 ADM CODE  REFIT THE DOOR  IN THE ENTRANCE  LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",1016870011,12241027
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING AND SOUTH WALL  IN THE KITCHEN  LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",1016870011,12241030
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING AND SOUTH WALL  IN THE KITCHEN  LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",1016870011,12241031
"SECTION 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYï¿½ï¿½ï¿½S HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",1016870011,12241032
"SECTION 27-2045 ADM CODE  POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX MISSING  AT PUBLIC HALL, 1st STORY",1016870011,12241033
"SECTION  27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.  AT PUBLIC HALL, 1st STORY",1016870011,12241035
"SECTION 27-2070 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES AT GAS RANGE.  IN THE KITCHEN  LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016870011,12242800
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING.  LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016870011,12242841
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING.  LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016870011,12242846
SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF EXPOSED ELECTRICAL WIRES AT CEILING AND WALLS THROUGH OUT  AT BASEMENT,1017830004,8288018
SECTION 62 M/D LAW  REARRANGE TELEVISION AND/OR RADIO ANTENNA TO BE AT LEAST 10 FEET ABOVE ROOF AND NOT ATTACHED TO ANY FIRE ESCAPE OR SOIL OR VENT LINE THROUGH OUT AT ROOF,1017830004,8288137
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING CERAMIC TILES ON THE NORTH WALL  IN THE 1st BATHROOM  FROM EAST LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",1017830004,12027961
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",1017830004,12027962
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT  LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",1017090024,10407641
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE ESCUTCHEON PLATE AT CEILING AT HEAT RISER   IN THE ENTIRE APARTMENT  LOCATED AT APT 5C, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",1017090024,10377719
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",1017090024,10407642
SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF A EXCESSIVE AMOUNT OF CABLE WIRES HANGGING FRON THE ROOF TO THE 2ND STY AT BUILDING FRONT.  AT FRONT AREAWAY,1017090024,10665274
"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0;         IN THE ENTIRE APARTMENT  LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1017090024,12240109
"SECTION 27-2031 ADM CODE  PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT  LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",1017090024,10654267
"SECTION 27-2005 ADM CODE  PROVIDE METAL PAN AT 5TH FROM BOTTOM UP  AT PUBLIC HALL STAIRS, 5th STORY",1017090024,12250056
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING  IN THE ENTIRE APARTMENT  LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",1017090024,6177630
"SECTION 300 M/D LAW  FILE PLANS AND APPLICATION AND LEGALIZE THE FOLLOWING ALTERATION OR RESTORE TO THE LEGAL CONDITION EXISTING PRIOR TO THE MAKING OF SAID ALTERATION SUSPENDED CEILING  IN THE 3rd ROOM  FROM EAST LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",1017090024,6177632
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  CEILING AND WALLS  IN THE ENTIRE APARTMENT  LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",1017090024,6557310
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE LOWER SASH WINDOW GLASS.  IN THE KITCHEN  LOCATED AT APT 13, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016880040,12224404
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE RADIATOR SHUT OFF VALVE.  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 13, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016880040,12224406
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING, AND WALLS.  IN THE KITCHEN  LOCATED AT APT 13, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016880040,12224409
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING.  IN THE KITCHEN  LOCATED AT APT 13, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016880040,12224410
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILES   IN THE 3rd ROOM  FROM NORTH AT WEST LOCATED AT APT 16, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016880040,12272042
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILES   IN THE 3rd ROOM  FROM NORTH AT EAST LOCATED AT APT 16, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016880040,12272069
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AND WALLS  IN THE BATHROOM  LOCATED AT APT 16, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016880040,12271935
"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE WATER SUPPLY PIPE AT WATER CLOSET   IN THE BATHROOM  LOCATED AT APT 16, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016880040,12272021
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILES   IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 16, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016880040,12272035
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILES   IN THE PRIVATE HALLWAY  LOCATED AT APT 16, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016880040,12272083
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILES   IN THE FOYER  LOCATED AT APT 16, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016880040,12272088
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AND ALL WALLS  AT PUBLIC HALL, 1st STORY",1016610018,11859158
"SECTION 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED AT PUBLIC HALL, 1st STORY",1016610018,11859160
"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... APPROX. 20 SQ.FT. AT EAST WALL  AT PUBLIC HALL, 1st STORY",1016610018,11859104
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT CEILING AND ALL WALLS  AT PUBLIC HALL, 1st STORY",1016610018,11859113
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ..  IN THE ENTRANCE  LOCATED AT APT 4, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016610018,12020088
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT  CEILING   IN THE KITCHEN  LOCATED AT APT 4, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016610018,12020090
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR EAST  WALL   IN THE KITCHEN  LOCATED AT APT 4, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016610018,12020093
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING & WALLS   AT PUBLIC HALL, 1st STORY",1016610018,12035915
SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDAND MATERIAL AT CELLAR CEILING,1016610018,12256052
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ...  IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",1016610018,12255123
SECTION 27-2005 ADM CODE  PROVIDE FIRE WATCH COVERAGE CONTINUING FOR 24 HOURS UNTIL FURTHER NOTICE,1016610018,12255131
"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",3033260062,11117538
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",3033260062,11117539
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). INOPERATIVE  LOCATED AT APT 2B, 2nd STORY, APARTMENT AT  EAST",3033260062,11613825
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR INOPERATIVE  LOCATED AT APT 2B, 2nd STORY, APARTMENT AT  EAST",3033260062,11613829
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE   IN THE ENTIRE APARTMENT  LOCATED AT APT 3A, 1st STORY",3033260062,12169615
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE   IN THE ENTIRE APARTMENT  LOCATED AT APT 3A, 1st STORY",3033260062,12169616
SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE   FIRE  RETARDANT  CEILING  IN  BOILER  ROOM  AT CELLAR,3033260062,11917539
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF KEY OPERATED LOCK, AT ROOM DOOR LEADING TO FIRE ESCAPE  LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",3033260062,9767671
"SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM LOCKED DOOR TO BOILER.  AT PUBLIC HALL, 1st STORY",3033260062,12169611
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE RADIATOR AT SOUTH WALL   IN THE 4th ROOM  FROM EAST LOCATED AT APT 3A, 1st STORY",3033260062,12169612
"SECTION 27-2029 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT  LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",3033260062,12169610
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE RADIATOR AT WEST WALL   IN THE 5th ROOM  FROM EAST LOCATED AT APT 3A, 1st STORY",3033260062,12169614
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE   IN THE ENTIRE APARTMENT  LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",3033260062,12169619
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE   IN THE ENTIRE APARTMENT  LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",3033260062,12169620
"SECTION 27-2029 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT  LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",3033260062,12169618
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",3033260065,10521628
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING CONSISTING OF KEY OPERATED LOCK AT DOOR OF ROOM LEADING TO FIRE ESCAPE  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",3033260065,11064412
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ; THE CEILING  IN THE 1st ROOM  FROM EAST LOCATED AT APT B4L, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",3033260065,11065711
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE 3rd ROOM  FROM EAST LOCATED AT APT 3R, 3rd STORY, APARTMENT AT  NORTH",3033260065,11498164
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 1L, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",3033260065,11606320
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 1L, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",3033260065,11606321
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING   DOUBLE  CYLINDER  KEY  OPERATED  LOCK  INSTALLED  ON  DOOR  AT  VESTIBULE  AT PUBLIC HALL, 1st STORY",3033260065,11917396
SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR TO BOILER ROOM LOCKED AT 1ST STORY PUBLIC HALL,3033260065,12151935
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING CONSISTING OF A DOUBLE CYLINDER LOCK INSTALLED ON THE VESTIBULE DOOR  , 1st STORY",3033260065,11966072
"SECTION 27-2031 ADM CODE  PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT  LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",3033260065,12189538
"SECTION 27-2026 ADM CODE  REPLACE THE BROKEN OR DEFECTIVE BASEBOARD HEAT RADIATOR  IN THE 3rd ROOM  FROM EAST AT SOUTH LOCATED AT APT 4R, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",3033260065,12150037
SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM LOCK ON DOOR   AT BOILER ROOM,3033260065,12189539
"SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR TO CELLAR LOCKED  AT PUBLIC HALL, 1st STORY",3033260065,12269452
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING  AT PUBLIC HALL, 4th STORY",1016610016,11791470
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT WEST AND EAST WALL AT REAR NORTH  AT PUBLIC HALL, 1st STORY",1016610016,11791486
