novdescription,class,violationstatus,bbl
"SECTION 27-2005, 2007 ADM CODE  FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM WINDOW TO FIRE ESCAPE OR PROVIDE APPROVED TYPE GATE ..  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 11, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES AT WEST WALL  IN THE BATHROOM  LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOORING  IN THE 1st ROOM  FROM EAST LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE FLOOR TILES   IN THE 1st ROOM  FROM EAST AT NORTH LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES AT NORTH WALL  IN THE BATHROOM  LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE SINK CABINET BASE  IN THE KITCHEN  LOCATED AT APT 11, 2nd STORY, 3rd APARTMENT FROM WEST AT NORTH",A,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE WEST WALL CABINET  IN THE KITCHEN  LOCATED AT APT 11, 2nd STORY, 3rd APARTMENT FROM WEST AT NORTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS AND CELINGS  IN THE ENTIRE APARTMENT  LOCATED AT APT 11, 2nd STORY",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE RUSTED METAL SINK CABINET  IN THE KITCHEN  LOCATED AT APT 11, 2nd STORY, 3rd APARTMENT FROM WEST AT NORTH",A,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE WEST WALL CABINETS  IN THE KITCHEN  LOCATED AT APT 11, 2nd STORY, 3rd APARTMENT FROM WEST AT NORTH",A,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE BROKEN AND SPLINTERING WOOD FLOOR  IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1016280050
"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ?27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",I,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 1, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH",A,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE KITCHEN  LOCATED AT APT 1, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF SCALDING HOT WATER OF 134 DEGREES  IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",C,Close,1016280050
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILINGS AND WALLS  IN THE ENTIRE APARTMENT  LOCATED AT APT 11, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",A,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE SINK TO THE WALL  IN THE KITCHEN  LOCATED AT APT 11, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING  IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 11, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE WEST WALL  IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 11, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016280050
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT           CEILING IN THE BATHROOM  LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0; WG TO REPLACE = 0; WG TO REPAIR = 1;         IN THE ENTIRE APARTMENT  LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",C,Close,1016280050
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE BATHROOM   LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",A,Close,1016280050
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). INOPERATIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           EAST WALL,         WEST WALL IN THE KITCHEN  LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Open,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           WEST WALL,         NORTH WALL IN THE 2nd ROOM  FROM EAST AT NORTH LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Open,1016280050
"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... 4 SQUARE FEET AT CEILING, 4 SQUARE FEET AT NORTH WALL  IN THE BATHROOM  LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           NORTH WALL,         CEILING IN THE BATHROOM  LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           EAST WALL,         SOUTH WALL,         1st WINDOW FRAME  FROM NORTH AT EAST WALL,         WEST WALL IN THE 1st ROOM  FROM EAST LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Open,1016280050
"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0;         IN THE ENTIRE APARTMENT  LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",C,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE KITCHEN  LOCATED AT APT 11, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WEST CLOSET INTERIOR WEST WALL  IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 31, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",B,Open,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST AND SOUTH WALLS  IN THE KITCHEN  LOCATED AT APT 31, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",B,Open,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           NORTH WALL,         EAST WALL IN THE 3rd ROOM  FROM EAST LOCATED AT APT 9, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",A,Open,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           CEILING,         EAST WALL,         WEST WALL IN THE BATHROOM  LOCATED AT APT 9, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",A,Open,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           WEST WALL,         NORTH WALL IN THE 2nd ROOM  FROM EAST LOCATED AT APT 9, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",A,Open,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           CEILING,         NORTH WALL,         EAST WALL IN THE KITCHEN  LOCATED AT APT 9, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",A,Open,1016280050
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)          1st RADIATOR  FROM WEST AT NORTH WALL IN THE 3rd ROOM  FROM EAST LOCATED AT APT 9, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",C,Close,1016280050
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE KITCHEN ,  THE BATHROOM ,  THE 2nd ROOM  FROM EAST  LOCATED AT APT 9, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",A,Open,1016280050
"SECTION  27-2005 ADM CODE  PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE           1st RADIATOR  FROM WEST AT NORTH WALL IN THE 3rd ROOM  FROM EAST LOCATED AT APT 9, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",A,Close,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE  IN THE BATHROOM  LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",C,Close,1016280050
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE 1st ROOM  FROM EAST,  THE BATHROOM   LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",A,Open,1016280050
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ..  IN THE ENTRANCE  LOCATED AT APT 18, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING KEY OPERATED LOCK INSTALLED AT DOOR LEADING TO FIRE ESCAPE WINDOW  IN THE 3rd ROOM  FROM EAST LOCATED AT APT 19, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",B,Close,1016280050
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING KEY OPERATED LOCK ON DOOR LEADING TO ROOM WITH FIRE ESCAPE  IN THE 1st ROOM  FROM EAST LOCATED AT APT 24, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2005, 2007 ADM CODE  FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM WINDOW TO FIRE ESCAPE OR PROVIDE APPROVED TYPE GATE ..  IN THE 1st ROOM  FROM EAST LOCATED AT APT 24, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ; APARTMENT ENTRANCE DOOR  IN THE KITCHEN  LOCATED AT APT 31, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",B,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE GROUT AT CERAMIC TILE WALLS  IN THE BATHROOM  LOCATED AT APT 26, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE MARBLE FLOOR SADDLE AT ENTRANCE  IN THE FOYER  LOCATED AT APT 26, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST",B,Close,1016280050
"SECTION 27-2043 ADM CODE  PROVIDE A LOCK AND KEY TO THE ENTRANCE DOOR OF DWELLING UNIT AND, IF A CL A MULTIPLE DWELLING, ALSO A CHAIN GUARD  IN THE KITCHEN  LOCATED AT APT 19, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",A,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE GROUT AT FLOOR  IN THE BATHROOM  LOCATED AT APT 25, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",A,Close,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE WALL NEAR BATHTUB  IN THE BATHROOM  LOCATED AT APT 25, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",A,Close,1016280050
"SECTION 27-2026 ADM CODE  REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN WASTE PIPE UNDER WASH BASIN  IN THE BATHROOM  LOCATED AT APT 25, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",B,Close,1016280050
"SECTION  27-2005 ADM CODE  PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE RADIATORS AND RISER  IN THE ENTIRE APARTMENT  LOCATED AT APT 25, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",A,Close,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE WALLS  IN THE KITCHEN  LOCATED AT APT 11, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016280050
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILINGS, WALL, DOORFRAMES AND WINDOWFRAMES  IN THE ENTIRE APARTMENT  LOCATED AT APT 11, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",A,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD SUBFLOOR AND SUPPORTS (FLOOR SLOPPING APPROX 5 INCHES AT A 6 FOOT SPAN)  IN THE KITCHEN  LOCATED AT APT 14, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",C,Close,1016280050
"SECTION 27-2005 ADM CODE  REFIT THE DOOR AT NORTH  IN THE BATHROOM  LOCATED AT APT 14, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",A,Close,1016280050
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS , APARTMENT ENTRANCE DOOR  IN THE KITCHEN  LOCATED AT APT 9, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1016280050
"SECTION 27-2043 ADM CODE  PROVIDE A LOCK AND KEY TO THE ENTRANCE DOOR OF DWELLING UNIT AND, IF A CL A MULTIPLE DWELLING, ALSO A CHAIN GUARD  IN THE KITCHEN  LOCATED AT APT 9, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",A,Close,1016280050
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR , DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 9, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR NEAR WALLS  IN THE ENTIRE APARTMENT  LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 14, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REFIT THE LOWER WINDOW SASH  IN THE KITCHEN  LOCATED AT APT 14, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",A,Close,1016280050
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF EXPOSED ELECTRIC WIRE ATOP OF SOUTH WALL  IN THE FOYER  LOCATED AT APT 14, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE SHUT OFF VALVE AT RADIATOR  IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 32, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",B,Close,1016280050
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 32, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",B,Open,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE 2nd ROOM  FROM EAST AT NORTH LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 6, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF FIRE ESCAPE WINDOW OBSTRUCTED BY HOUSEHOLD ITEMS  IN THE 4th ROOM  FROM EAST LOCATED AT APT 6, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT           CEILING IN THE BATHROOM  LOCATED AT APT 6, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           CEILING,         NORTH WALL IN THE BATHROOM  LOCATED AT APT 6, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRICAL LIGHT FIXTURE AT CEILING   IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 11, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE KITCHEN  LOCATED AT APT 11, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE AIR VALVE AT RADIATOR  IN THE 2nd ROOM  FROM EAST AT NORTH LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",C,Close,1016280050
"SECTION 27-2005, 2007 ADM CODE  FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM WINDOW TO FIRE ESCAPE OR PROVIDE APPROVED TYPE GATE  1 STY SOUTH APT 3 EAST. , SECTION '' ''",B,Close,1016280050
"SECTION 27-2018 ADM CODE  ABATE THE NUISANCE CONSISTING OF VERMIN MICE  IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           NORTH WALL,         SOUTH WALL,         EAST WALL,         WEST WALL IN THE KITCHEN  LOCATED AT APT 24, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",C,Close,1016280050
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           SOUTH WALL,         EAST WALL IN THE 1st ROOM  FROM EAST LOCATED AT APT 24, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",C,Close,1016280050
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           SOUTH WALL IN THE BATHROOM  LOCATED AT APT 24, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",C,Close,1016280050
"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS PANE TO THE LOWER WINDOW SASH  IN THE 1st ROOM  FROM EAST LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REFIT THE APARTMENT ENTRANCE DOOR  IN THE KITCHEN  LOCATED AT APT 31, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",A,Close,1016280050
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ; APARTMENT ENTRANCE DOOR  IN THE KITCHEN  LOCATED AT APT 30, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016280050
"SECTION 27-2005 ADM CODE  REFIT THE APARTMENT ENTRANCE DOOR  IN THE FOYER  LOCATED AT APT 17, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",A,Close,1016280050
"SECTION 27-2043 ADM CODE  PROVIDE A LOCK AND KEY TO THE ENTRANCE DOOR OF DWELLING UNIT AND, IF A CL A MULTIPLE DWELLING, ALSO A CHAIN GUARD  IN THE FOYER  LOCATED AT APT 17, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",A,Close,1016280050
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          CEILING,         1st DOOR  FROM SOUTH AT WEST WALL,         1st DOOR FRAME  FROM SOUTH AT WEST WALL,         1st RISER  FROM WEST AT NORTH WALL,         NORTH WALL,         SOUTH WALL,         EAST WALL,         WEST WALL,         1st WINDOW FRAME  FROM WEST AT NORTH WALL IN THE 1st ROOM  FROM EAST LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",C,Close,1016280050
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          CEILING,         1st CLOSET  FROM EAST AT SOUTH WALL CEILING,         1st CLOSET  FROM EAST AT SOUTH WALL DOOR,         1st CLOSET  FROM EAST AT SOUTH WALL DOOR FRAME,         1st CLOSET  FROM EAST AT SOUTH WALL WALL,         1st DOOR FRAME  FROM NORTH AT EAST WALL,         1st RADIATOR  FROM WEST AT NORTH WALL,         NORTH WALL,         SOUTH WALL,         EAST WALL,         WEST WALL,         2nd WINDOW FRAME  FROM WEST AT NORTH WALL,         1st WINDOW FRAME  FROM WEST AT NORTH WALL IN THE 2nd ROOM  FROM EAST LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",C,Close,1016280050
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          1st DOOR  FROM EAST AT SOUTH WALL,         1st DOOR FRAME  FROM EAST AT SOUTH WALL,         1st RISER  FROM WEST AT NORTH WALL,         WEST WALL,         1st WINDOW FRAME  FROM WEST AT NORTH WALL IN THE KITCHEN  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",C,Close,1016280050
